hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,arrival_date_week_number,stays_in_week_nights,stays_in_weekend_nights,adults,children,babies,meal,country,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
Ocean Breeze Resort,VERDADERO,17,2015,2,5,5,6,2,5,2,2,FB,China,FALSO,0,,E,E,3,Debit car deposit,5,Transient,VERDADERO,1,Check-Out,07/12/2015,Ramon Godon,rgodon96@clickbank.net,784.028.9898,3559199195307140
Mountain View Lodge,VERDADERO,21,2015,8,27,32,7,2,10,5,,HB,Kenya,FALSO,1,7,A,A,4,Credit card deposit,6,Contract,VERDADERO,,Check-Out,30/09/2020,Daisy Magrannell,dmagrannell97@aol.com,960-202-4303,30342716608120
Grand Hotel,FALSO,47,2015,6,23,24,2,0,8,3,2,BB,China,FALSO,9,5,G,G,0,Debit car deposit,7,Contract,VERDADERO,1,Check-Out,20/01/2020,Sella Ellar,sellar98@behance.net,180-358-9888,376100289888574
Golden Sands Hotel,FALSO,17,2020,1,9,2,20,8,4,4,2,FB,China,FALSO,9,5,C,C,2,Cash deposit,7,Transient,FALSO,,Check-Out,01.15.2019,Robinet Nelthrop,rnelthrop99@mac.com,+1 (646) 257-1052,3570727092000570
Sunset Inn,FALSO,57,2016,5,1,17,3,0,2,5,,BB,Croatia,FALSO,,,A,A,8,Debit car deposit,6,Transient-Party,VERDADERO,6,No-Show,15-07-2015,Delphine Pavis,dpavis9a@sfgate.com,144.546.9349,6759107464603470
Grand Hotel,VERDADERO,,2016,2,14,6,17,6,8,3,2,BB,Panama,FALSO,9,,A,A,9,Cash deposit,1,Transient,,5,No-Show,13-12-2020,Byrle Elwin,belwin9b@hubpages.com,498.314.8443,3578314705559610
Ocean Breeze Resort,VERDADERO,60,2018,4,23,16,27,10,4,1,1,FB,Jamaica,FALSO,,5,E,E,10,Debit car deposit,5,Transient,VERDADERO,,Canceled,12/12/2016,Blayne Paolino,bpaolino9c@ning.com,177-321-7945,3564993528913400
Sunset Inn,FALSO,,2017,7,20,27,26,10,4,5,1,BB,Czech Republic,VERDADERO,3,2,E,E,5,Credit card deposit,0,Contract,VERDADERO,,Check-Out,17/01/2017,Madelon Ferenc,mferenc9d@163.com,382-804-9033,5602217415469600
Sunset Inn,FALSO,60,2018,9,11,34,14,4,1,5,3,BB,Philippines,FALSO,2,2,A,A,1,No deposit,4,Transient,VERDADERO,6,Check-Out,14-05-2019,Vernor Mothersole,vmothersole9e@sun.com,+1 (744) 332-1074,4026416600896900
Golden Sands Hotel,VERDADERO,97,2016,11,3,41,23,8,5,,5,FB,China,FALSO,,,C,C,8,Cash deposit,6,Transient-Party,VERDADERO,4,Canceled,17-09-2017,Isador Huckerbe,ihuckerbe9f@boston.com,(659) 287-5728,3557119585086220
Grand Hotel,FALSO,16,2018,10,10,38,6,2,2,2,1,FB,Venezuela,FALSO,10,9,G,G,7,No deposit,3,Transient-Party,FALSO,10,Canceled,07-03-2019,Irene Boyd,iboyd9g@flickr.com,+1 (212) 481-8295,3558759164716750
Sunset Inn,VERDADERO,19,2019,10,17,39,19,6,3,2,4,HB,Ukraine,FALSO,,8,G,G,5,No deposit,9,Transient,VERDADERO,5,No-Show,06.25.2019,Torie Markie,tmarkie9h@boston.com,249.911.4544,3554437378713000
Golden Sands Hotel,FALSO,,2017,3,23,12,29,10,3,2,3,BB,Belize,VERDADERO,3,6,F,F,,Credit card deposit,10,Contract,,1,Check-Out,09/07/2019,Robbyn Tibbits,rtibbits9i@dagondesign.com,556-688-0533,374288857005952
Golden Sands Hotel,VERDADERO,75,2019,12,27,49,16,6,7,4,2,BB,Kazakhstan,FALSO,2,,E,E,9,Credit card deposit,3,Transient-Party,FALSO,6,Check-Out,11.07.2019,Torrey Le Fevre,tle9j@jimdo.com,979.311.7752,3542567216426780
Golden Sands Hotel,FALSO,41,2019,12,27,49,29,10,9,2,1,BB,Canada,VERDADERO,3,2,G,G,2,Debit car deposit,5,Transient,,8,Check-Out,22/03/2015,Karrie Leap,kleap9k@unesco.org,(693) 878-8198,3549109973915080
Ocean Breeze Resort,VERDADERO,21,2020,2,27,8,27,10,9,2,5,FB,France,FALSO,4,2,F,F,3,No deposit,9,Transient-Party,VERDADERO,3,No-Show,19/02/2018,Hasty O'Driscole,hodriscole9l@disqus.com,(742) 649-7801,5602252870292560
Sunset Inn,VERDADERO,18,2019,12,5,48,22,8,7,4,3,FB,Philippines,VERDADERO,0,10,G,G,9,Credit card deposit,4,Transient-Party,FALSO,4,No-Show,03/04/2019,Nani Haselup,nhaselup9m@prweb.com,+1 (639) 929-2461,675948065563793000
Mountain View Lodge,FALSO,84,2020,11,24,44,4,0,4,1,,HB,Philippines,FALSO,,,A,A,2,No deposit,10,Contract,FALSO,2,Check-Out,28-06-2020,Kaylyn Beetham,kbeetham9n@lulu.com,+1 (119) 457-7517,3586210340375480
Ocean Breeze Resort,VERDADERO,61,2019,2,11,6,20,8,5,1,,FB,Russia,FALSO,,2,C,C,1,Debit car deposit,,Transient,VERDADERO,2,Check-Out,07.28.2017,Kayley Porch,kporch9o@dedecms.com,152.070.1430,3563466642849030
Sunset Inn,VERDADERO,59,2016,8,26,32,21,8,3,,4,BB,Indonesia,FALSO,,2,G,G,10,No deposit,1,Transient-Party,FALSO,10,No-Show,12.29.2019,Neall Maybery,nmaybery9p@sakura.ne.jp,+1 (641) 731-8236,5602231558303050
Sunset Inn,VERDADERO,,2017,4,4,13,6,2,4,5,3,FB,China,FALSO,8,,F,F,,Debit car deposit,1,Contract,FALSO,7,Canceled,18-01-2019,Arlyne Duesberry,aduesberry9q@webnode.com,(835) 011-4464,30526229570815
Golden Sands Hotel,VERDADERO,75,2019,8,25,32,14,4,9,5,3,FB,Poland,FALSO,,7,C,C,2,Credit card deposit,10,Contract,FALSO,7,Canceled,10.01.2020,Spike Fosbraey,sfosbraey9r@bloomberg.com,+1 (894) 876-6338,3540034614650990
Grand Hotel,VERDADERO,75,2015,12,9,48,25,10,5,,2,HB,Libya,VERDADERO,8,2,A,A,2,No deposit,9,Transient-Party,,7,Canceled,10.21.2020,Zebulon Inold,zinold9s@alibaba.com,605-376-5576,3564778855601490
Mountain View Lodge,VERDADERO,83,2019,2,7,5,28,10,6,5,3,HB,,VERDADERO,1,8,F,F,10,Credit card deposit,8,Transient,FALSO,6,Check-Out,09-05-2020,Georgeta Davidwitz,gdavidwitz9t@google.es,971-426-9563,491141590426162000
Grand Hotel,VERDADERO,40,2019,2,17,7,18,6,1,5,5,BB,Ukraine,FALSO,9,,C,C,6,Credit card deposit,4,Transient,VERDADERO,2,Canceled,03.17.2020,Flossi Blackler,fblackler9u@tuttocitta.it,(891) 188-5706,3561268923913600
Ocean Breeze Resort,FALSO,1,2018,5,20,19,30,12,10,2,2,HB,Afghanistan,FALSO,7,9,C,C,7,No deposit,1,Transient-Party,VERDADERO,0,No-Show,24-02-2020,Edlin D'orsay,edorsay9v@smugmug.com,+1 (365) 124-1705,201564453658736
Mountain View Lodge,VERDADERO,27,2018,6,28,24,11,4,7,4,4,BB,Brazil,VERDADERO,4,7,E,E,1,Debit car deposit,,Transient,FALSO,3,No-Show,06-09-2018,Piggy Pendrey,ppendrey9w@goo.gl,248.893.1962,6304437624972930000
Mountain View Lodge,VERDADERO,80,2016,4,4,13,27,10,7,,5,BB,Mozambique,VERDADERO,,4,D,D,9,Debit car deposit,8,Transient-Party,,5,No-Show,31/12/2017,Heidie Tremoulet,htremoulet9x@a8.net,760-567-7601,3548923826149200
Sunset Inn,FALSO,47,2016,6,14,22,22,8,6,,5,BB,Russia,VERDADERO,8,8,D,D,5,Cash deposit,5,Contract,FALSO,5,Canceled,05.11.2020,Nicol Grafton-Herbert,ngraftonherbert9y@bloglovin.com,(410) 157-4939,201953524271449
Golden Sands Hotel,VERDADERO,40,2018,9,18,35,27,10,1,1,3,HB,China,VERDADERO,,,D,D,8,Debit car deposit,5,Transient-Party,FALSO,4,No-Show,23/06/2020,Chen Hilling,chilling9z@goodreads.com,+1 (987) 766-2757,3535071588080660
Grand Hotel,FALSO,94,2019,3,15,11,8,2,8,4,3,FB,Russia,VERDADERO,9,6,E,E,3,Credit card deposit,10,Transient,VERDADERO,10,No-Show,24-12-2018,Osborn Eckery,oeckerya0@xinhuanet.com,368.254.7786,3570241673152680
Grand Hotel,VERDADERO,46,2016,7,8,26,3,0,9,1,2,FB,Ukraine,VERDADERO,,0,C,C,10,Credit card deposit,3,Transient,FALSO,7,Check-Out,19-03-2019,Herold Meran,hmerana1@ihg.com,147.123.8063,56022278026299300
Golden Sands Hotel,FALSO,,2018,1,25,4,11,4,9,5,3,BB,Indonesia,FALSO,7,3,D,D,10,Credit card deposit,9,Transient,VERDADERO,6,No-Show,28/12/2017,Sheela Dalyell,sdalyella2@bbb.org,(306) 943-3763,4844088038014010
Mountain View Lodge,VERDADERO,84,2015,10,19,39,22,8,1,4,3,BB,Israel,FALSO,4,,A,A,0,No deposit,0,Transient-Party,VERDADERO,5,No-Show,13/09/2019,Karna Castagneto,kcastagnetoa3@state.tx.us,406-840-5946,6759812843584420
Ocean Breeze Resort,VERDADERO,24,2015,5,8,18,21,8,4,,2,HB,Philippines,VERDADERO,9,,D,D,0,Debit car deposit,,Transient-Party,FALSO,8,No-Show,07.24.2016,Nara Pryor,npryora4@purevolume.com,893-061-0089,3582012165549370
Grand Hotel,FALSO,21,2015,10,9,38,9,2,2,2,1,HB,Russia,FALSO,,4,A,A,6,Cash deposit,8,Contract,FALSO,1,Canceled,18/03/2018,Rance Eidler,reidlera5@msu.edu,(727) 233-3250,3567073271850790
Grand Hotel,FALSO,88,2017,9,22,36,22,8,3,1,5,FB,Indonesia,FALSO,1,3,A,A,8,No deposit,1,Contract,FALSO,1,Canceled,11.17.2016,Deb Gravey,dgraveya6@weebly.com,154.846.6866,670656253469442000
Sunset Inn,FALSO,26,2020,6,12,22,11,4,1,2,1,FB,Indonesia,FALSO,1,7,G,G,4,Credit card deposit,2,Transient,FALSO,10,Check-Out,11-09-2016,Tome Yo,tyoa7@japanpost.jp,228-166-6208,502048298174288000
Grand Hotel,FALSO,,2018,5,16,19,26,10,9,,3,HB,China,VERDADERO,7,4,F,F,9,Debit car deposit,7,Transient,VERDADERO,4,No-Show,01-09-2019,Kalle Grzegorzewski,kgrzegorzewskia8@a8.net,+1 (419) 756-9297,4936595124096160
Grand Hotel,FALSO,70,2019,8,5,29,24,8,8,3,5,FB,Morocco,,10,0,D,D,5,Cash deposit,5,Transient-Party,FALSO,7,No-Show,21/02/2018,Adolpho Downton,adowntona9@slate.com,+1 (415) 916-5664,5108753773165710
Grand Hotel,FALSO,41,2020,9,30,36,8,2,2,4,3,HB,Russia,FALSO,6,9,D,D,6,Cash deposit,,Transient,FALSO,7,Check-Out,10-03-2020,Hewitt Kliement,hkliementaa@nytimes.com,574-125-8184,3573626431296010
Mountain View Lodge,FALSO,32,2019,4,7,13,6,2,1,3,1,HB,China,VERDADERO,4,8,G,G,10,Debit car deposit,3,Transient-Party,FALSO,5,Check-Out,08.11.2015,Becki Edmundson,bedmundsonab@fotki.com,+1 (526) 174-4419,3586562755708310
Ocean Breeze Resort,FALSO,13,2015,11,22,44,20,8,2,2,3,BB,Russia,FALSO,,0,E,E,1,Debit car deposit,0,Transient-Party,VERDADERO,9,Check-Out,04.16.2016,Boony Tommei,btommeiac@quantcast.com,+1 (685) 606-0771,3547459583377540
Golden Sands Hotel,FALSO,18,2018,8,4,29,2,0,2,5,1,BB,China,FALSO,5,0,G,G,6,Debit car deposit,9,Contract,VERDADERO,1,Canceled,04.06.2016,Philip Marsland,pmarslandad@mashable.com,341.075.7871,3572039428009000
Mountain View Lodge,FALSO,97,2017,9,14,34,15,6,4,5,1,HB,Nigeria,VERDADERO,8,4,F,F,7,Debit car deposit,8,Contract,,10,Check-Out,12.08.2015,Ottilie Lorenzini,olorenziniae@jugem.jp,(364) 525-9743,3558641599104800
Ocean Breeze Resort,FALSO,10,2020,6,28,24,10,4,1,4,1,FB,Greece,VERDADERO,,4,E,E,9,Credit card deposit,5,Contract,FALSO,9,Check-Out,31-07-2015,Charleen Pellitt,cpellittaf@ameblo.jp,+1 (752) 443-8352,3547301942441280
Mountain View Lodge,FALSO,22,2018,9,9,34,3,0,10,4,1,HB,China,VERDADERO,0,,A,A,0,Credit card deposit,2,Transient,FALSO,8,Canceled,07.10.2019,Neysa Franzonello,nfranzonelloag@biblegateway.com,(712) 005-2810,5010127426535140
Grand Hotel,FALSO,36,2016,7,6,25,9,2,1,3,3,BB,Pakistan,FALSO,,9,E,E,,No deposit,6,Transient-Party,,6,Canceled,04.13.2016,Wyatt Salvadore,wsalvadoreah@weibo.com,+1 (502) 591-8135,3549616432513160
Ocean Breeze Resort,VERDADERO,59,2020,7,1,25,20,8,3,3,3,FB,Japan,FALSO,,6,A,A,7,Cash deposit,3,Transient-Party,,5,Canceled,08.05.2015,Robin Papworth,rpapworthai@vkontakte.ru,(531) 189-2739,5010121988860060
Mountain View Lodge,VERDADERO,57,2016,9,22,36,18,6,2,2,1,BB,Russia,VERDADERO,5,,E,E,,Credit card deposit,8,Transient,FALSO,,Canceled,31/01/2020,Lori Skettles,lskettlesaj@tinypic.com,357-379-3744,3580242463370510
Sunset Inn,FALSO,7,2015,3,19,11,16,6,5,4,2,BB,Ukraine,,1,1,E,E,,Debit car deposit,5,Transient-Party,FALSO,2,No-Show,05.19.2017,Carlie McNickle,cmcnickleak@mashable.com,+1 (261) 251-1134,3572393745241130
Ocean Breeze Resort,VERDADERO,24,2017,1,2,1,10,4,7,4,4,FB,Indonesia,FALSO,,,G,G,,Credit card deposit,8,Transient,VERDADERO,2,No-Show,06.09.2018,Isahella Dyball,idyballal@shareasale.com,336-167-3284,3538103726421640
Ocean Breeze Resort,FALSO,35,2019,10,22,40,7,2,9,3,3,HB,Indonesia,FALSO,10,7,E,E,0,No deposit,4,Transient-Party,,7,Canceled,03.12.2018,Ferdinand Pauley,fpauleyam@wsj.com,+1 (238) 237-8599,3570702437222540
Sunset Inn,VERDADERO,38,2020,3,9,10,17,6,7,1,,FB,China,VERDADERO,1,8,A,A,3,No deposit,10,Transient,,,No-Show,23/04/2019,Zorah Prangley,zprangleyan@123-reg.co.uk,990.532.1826,3535824550211910
Golden Sands Hotel,VERDADERO,69,2015,7,28,28,12,4,5,1,2,BB,United States,VERDADERO,10,0,D,D,1,Cash deposit,8,Transient,VERDADERO,10,Check-Out,06.15.2019,Shandee Coggings,scoggingsao@google.it,703.484.9905,3572625009799180
Grand Hotel,FALSO,3,2017,8,2,29,18,6,6,1,,BB,Pakistan,VERDADERO,7,4,D,D,8,Cash deposit,3,Transient-Party,VERDADERO,9,Canceled,12.13.2018,Arabella Copas,acopasap@networkadvertising.org,+1 (867) 668-3047,30430134371833
Sunset Inn,FALSO,49,2019,4,21,15,5,2,4,,1,BB,Ukraine,FALSO,,9,G,G,10,Debit car deposit,10,Transient,FALSO,8,No-Show,25/10/2015,Joan Echallier,jechallieraq@skyrock.com,(720) 404-2219,4917121070655000
Mountain View Lodge,FALSO,51,2016,7,14,26,6,2,6,4,4,HB,Netherlands,VERDADERO,,9,D,D,8,No deposit,3,Transient,FALSO,,No-Show,05.22.2018,Garrot Dykas,gdykasar@ftc.gov,507-832-1374,63040489374623600
Sunset Inn,FALSO,54,2020,7,28,28,13,4,5,3,2,FB,Antigua and Barbuda,VERDADERO,2,9,A,A,,Credit card deposit,,Transient-Party,VERDADERO,2,Canceled,09.23.2019,Peggy Sneyd,psneydas@loc.gov,+1 (114) 786-0874,36199562225308
Mountain View Lodge,FALSO,29,2020,9,22,36,19,6,9,,1,BB,Russia,,2,9,F,F,8,Cash deposit,3,Transient-Party,VERDADERO,10,Check-Out,09.15.2019,Gaby Orriss,gorrissat@mlb.com,(428) 462-7674,3532835827664710
Ocean Breeze Resort,FALSO,42,2020,7,23,28,24,8,10,4,2,BB,France,FALSO,3,,A,A,3,Debit car deposit,6,Transient-Party,VERDADERO,,Canceled,09.06.2019,Val Niave,vniaveau@si.edu,670.924.4357,6382335416741220
Sunset Inn,FALSO,,2016,1,5,1,27,10,10,3,1,BB,Portugal,VERDADERO,6,0,E,E,,Debit car deposit,0,Transient,FALSO,7,No-Show,22/01/2015,Bel Hickeringill,bhickeringillav@seesaa.net,822-867-6156,3543265512809650
Grand Hotel,FALSO,,2018,10,14,38,9,2,8,2,4,HB,Netherlands,FALSO,,,D,D,9,No deposit,,Transient-Party,,5,Check-Out,06/12/2017,Celestyna Corssen,ccorssenaw@wikia.com,(128) 427-4069,3569702563058810
Sunset Inn,VERDADERO,55,2020,6,13,22,4,0,8,1,4,HB,El Salvador,FALSO,4,10,F,F,1,Debit car deposit,0,Transient-Party,VERDADERO,1,Canceled,14-03-2018,Pepillo Bascombe,pbascombeax@nih.gov,+1 (942) 699-8835,604808304421205
Sunset Inn,FALSO,56,2017,2,18,7,3,0,1,5,1,HB,Ivory Coast,VERDADERO,,,G,G,7,Credit card deposit,0,Contract,VERDADERO,10,No-Show,15/05/2020,Lonna Doneld,ldonelday@flickr.com,472.230.2249,3579445071384530
Sunset Inn,FALSO,82,2017,2,14,6,5,2,7,2,5,HB,China,FALSO,2,,D,D,6,Credit card deposit,5,Transient-Party,FALSO,3,Check-Out,03.19.2016,Jeanna Bockings,jbockingsaz@technorati.com,(474) 271-2837,3586930649404100
Ocean Breeze Resort,VERDADERO,,2019,2,13,6,17,6,2,4,5,FB,China,FALSO,,5,E,E,,Credit card deposit,5,Contract,VERDADERO,2,Check-Out,20-12-2015,Fleurette Arrow,farrowb0@123-reg.co.uk,(559) 381-1555,4175009070195340
Ocean Breeze Resort,FALSO,91,2019,9,8,34,1,0,1,,2,BB,Indonesia,VERDADERO,3,2,C,C,1,No deposit,9,Transient-Party,FALSO,8,No-Show,16/01/2017,Dev Touson,dtousonb1@zimbio.com,(382) 860-9986,3588206853499350
Golden Sands Hotel,FALSO,80,2016,11,8,42,17,6,6,3,3,HB,Canada,FALSO,9,4,E,E,5,Cash deposit,10,Transient,FALSO,6,No-Show,30-05-2020,Dulcine Kaygill,dkaygillb2@netlog.com,(615) 412-1774,490305372581452000
Ocean Breeze Resort,VERDADERO,51,2020,9,17,35,12,4,2,3,1,FB,Portugal,FALSO,,,D,D,5,No deposit,,Transient-Party,VERDADERO,0,No-Show,12.16.2019,Corenda Gibben,cgibbenb3@stanford.edu,+1 (567) 300-3094,3569811524840220
Mountain View Lodge,VERDADERO,25,2015,1,8,2,5,2,3,4,,FB,China,VERDADERO,,,E,E,7,Debit car deposit,9,Transient-Party,,8,Check-Out,28/09/2018,Nari Danzig,ndanzigb4@bloomberg.com,(838) 976-6048,5602222521369700
Ocean Breeze Resort,FALSO,57,2015,5,13,18,13,4,6,2,2,FB,China,VERDADERO,0,1,F,F,3,Debit car deposit,4,Transient,VERDADERO,9,Canceled,10.29.2019,Jeremy Balsillie,jbalsillieb5@wunderground.com,111-684-7146,3540508022872680
Sunset Inn,FALSO,40,2018,1,25,4,12,4,3,4,1,BB,France,,,,D,D,5,Cash deposit,1,Contract,VERDADERO,10,Check-Out,22/06/2020,Brandy Hounsham,bhounshamb6@goo.ne.jp,429.200.7192,6373240766052680
Mountain View Lodge,FALSO,54,2018,8,27,32,19,6,7,1,4,BB,Portugal,FALSO,4,,C,C,5,Cash deposit,,Contract,FALSO,,Canceled,04.28.2019,Brunhilda Gabbett,bgabbettb7@sohu.com,+1 (808) 352-2499,633485362832118000
Golden Sands Hotel,VERDADERO,82,2015,12,26,49,9,2,9,2,5,FB,Russia,,1,5,A,A,9,Debit car deposit,8,Transient,FALSO,0,Canceled,05.27.2016,Michaelina Hartus,mhartusb8@bbb.org,906.141.9232,374000431856788
Ocean Breeze Resort,FALSO,17,2019,5,23,20,27,10,7,5,3,FB,China,FALSO,7,9,G,G,4,Debit car deposit,4,Transient-Party,VERDADERO,9,No-Show,28-03-2017,Lizabeth Kaysor,lkaysorb9@chicagotribune.com,910.513.7162,3584912236225920
Golden Sands Hotel,VERDADERO,15,2020,5,27,20,21,8,6,,3,BB,Nicaragua,,5,8,E,E,1,Debit car deposit,2,Transient,FALSO,,Check-Out,20-05-2019,Frankie Moiser,fmoiserba@aol.com,(320) 292-9182,3543436610644560
Sunset Inn,FALSO,92,2015,3,7,9,2,0,10,5,3,BB,Netherlands,FALSO,6,6,G,G,0,No deposit,5,Contract,FALSO,2,Check-Out,07.09.2015,Gizela Albinson,galbinsonbb@biblegateway.com,(381) 758-5401,3584623859223540
Grand Hotel,VERDADERO,65,2019,4,29,16,27,10,7,,3,HB,Malaysia,VERDADERO,4,6,F,F,0,Debit car deposit,3,Contract,VERDADERO,6,Check-Out,16/11/2016,Carmelina Simmill,csimmillbc@flavors.me,+1 (445) 894-8155,3578384809528160
Grand Hotel,VERDADERO,46,2020,1,23,4,25,10,1,2,3,FB,Nigeria,,,2,F,F,7,Cash deposit,7,Contract,VERDADERO,2,Check-Out,28/08/2020,Alon Bowerbank,abowerbankbd@icq.com,+1 (815) 010-3573,3575754346857730
Grand Hotel,FALSO,93,2015,10,13,38,10,4,4,3,5,FB,,FALSO,6,,G,G,5,Credit card deposit,9,Transient-Party,VERDADERO,8,Canceled,17-04-2017,Adolf Hepher,ahepherbe@wsj.com,(321) 452-5070,4405129651305520
Mountain View Lodge,VERDADERO,49,2015,10,27,40,18,6,10,1,1,FB,China,,7,4,E,E,3,Debit car deposit,10,Transient-Party,FALSO,10,Check-Out,20/05/2015,Zacherie Baily,zbailybf@chicagotribune.com,319.274.8834,36432406545205
Ocean Breeze Resort,VERDADERO,0,2020,12,11,48,19,6,9,5,3,FB,Brazil,VERDADERO,0,,F,F,10,Credit card deposit,5,Contract,,3,Check-Out,10.23.2016,Mellisa Flewett,mflewettbg@newyorker.com,+1 (981) 036-4954,490529520399418000
Mountain View Lodge,VERDADERO,87,2020,5,7,17,20,8,10,2,5,BB,United States,FALSO,,8,C,C,6,Debit car deposit,1,Transient,VERDADERO,6,Check-Out,08-07-2020,Minna Wigelsworth,mwigelsworthbh@vk.com,439.038.0171,30249944347480
Golden Sands Hotel,VERDADERO,86,2019,2,23,8,19,6,7,1,2,BB,Morocco,,,2,D,D,2,Credit card deposit,1,Contract,FALSO,,No-Show,12/06/2015,Wittie Leefe,wleefebi@uiuc.edu,442.694.9702,6771836940473520
Golden Sands Hotel,FALSO,,2019,10,21,39,7,2,10,1,2,HB,South Korea,VERDADERO,0,1,F,F,5,Debit car deposit,3,Transient-Party,FALSO,5,Canceled,11.18.2020,Jolene Cronchey,jcroncheybj@purevolume.com,413-909-0592,30218971999588
Grand Hotel,FALSO,62,2018,10,29,40,19,6,7,4,1,HB,China,VERDADERO,,2,F,F,2,No deposit,4,Transient,VERDADERO,4,No-Show,01/06/2019,Suzie Scholey,sscholeybk@about.me,471-680-6959,5602241895990520
Grand Hotel,FALSO,55,2018,7,26,28,23,8,2,1,,FB,Poland,FALSO,,,A,A,,Cash deposit,0,Transient,FALSO,6,Canceled,24/11/2017,Abbe Theuff,atheuffbl@prlog.org,861-786-1838,341596013399931
Mountain View Lodge,VERDADERO,,2020,10,8,38,14,4,9,1,,BB,France,VERDADERO,8,4,E,E,6,No deposit,,Contract,VERDADERO,9,No-Show,04.13.2020,Layne Gates,lgatesbm@unesco.org,(216) 128-6952,3548416149727320
Mountain View Lodge,FALSO,56,2019,2,24,8,12,4,4,1,5,FB,China,FALSO,,5,D,D,,Debit car deposit,,Transient,VERDADERO,6,No-Show,08.04.2017,Shem Sayce,ssaycebn@yellowbook.com,(565) 363-2094,3554336436722500
Golden Sands Hotel,FALSO,4,2017,8,29,32,25,10,7,1,5,BB,Indonesia,FALSO,8,,F,F,6,Cash deposit,1,Transient-Party,FALSO,9,No-Show,09/10/2020,Babs Barrs,bbarrsbo@arstechnica.com,567.506.9609,3566555624213180
Grand Hotel,FALSO,85,2020,4,21,15,9,2,9,5,4,BB,Syria,VERDADERO,1,9,D,D,0,Debit car deposit,,Transient-Party,FALSO,6,Check-Out,11.24.2019,Starla Carsey,scarseybp@mayoclinic.com,628-608-6534,5610785034849170
Mountain View Lodge,VERDADERO,49,2017,1,27,4,23,8,1,2,2,HB,Portugal,,,7,C,C,,Debit car deposit,4,Transient-Party,VERDADERO,8,Check-Out,09.30.2020,Dynah Tute,dtutebq@who.int,323-835-5499,3557233759201770
Golden Sands Hotel,FALSO,92,2019,4,18,15,30,12,2,1,5,FB,Philippines,FALSO,5,2,F,F,3,Debit car deposit,10,Transient,FALSO,2,No-Show,03.20.2015,Eldin Goodinge,egoodingebr@mysql.com,(398) 837-6326,6331104575791240
Grand Hotel,FALSO,32,2016,1,18,3,30,12,7,5,2,BB,Philippines,,,0,E,E,2,Debit car deposit,8,Contract,VERDADERO,,Canceled,02/05/2016,Winny Boniface,wbonifacebs@fastcompany.com,955.720.7931,5331383022972910
Mountain View Lodge,VERDADERO,1,2015,7,14,26,7,2,5,5,,BB,Cameroon,FALSO,2,8,F,F,8,Credit card deposit,4,Transient,VERDADERO,7,Canceled,09/12/2017,Yoshiko Raywood,yraywoodbt@weibo.com,672-463-5563,372301670106618
Sunset Inn,VERDADERO,,2015,9,16,35,25,10,5,1,1,FB,Czech Republic,VERDADERO,2,0,E,E,2,Credit card deposit,3,Transient-Party,VERDADERO,7,Check-Out,20-07-2016,Margaret Cleere,mcleerebu@chron.com,+1 (430) 141-0863,56022452983975400
Mountain View Lodge,FALSO,48,2020,10,10,38,20,8,10,3,3,HB,China,VERDADERO,,8,A,A,9,Debit car deposit,6,Transient-Party,,7,Check-Out,09.29.2015,Rurik Obington,robingtonbv@ycombinator.com,884-440-2892,4041377499102500
Ocean Breeze Resort,VERDADERO,86,2019,4,14,14,3,0,9,3,5,BB,Indonesia,FALSO,0,,A,A,9,No deposit,,Transient-Party,FALSO,,No-Show,03/12/2015,Bary St Leger,bstbw@google.ca,604.500.8945,337941805429536
Mountain View Lodge,VERDADERO,,2019,12,19,48,14,4,7,1,,HB,China,FALSO,9,2,E,E,0,Credit card deposit,3,Transient,VERDADERO,9,No-Show,12.19.2020,Lars Reggio,lreggiobx@accuweather.com,697.046.3593,3550202421624350
Golden Sands Hotel,VERDADERO,93,2019,11,27,44,17,6,10,3,,HB,China,,5,1,C,C,7,Cash deposit,,Transient-Party,VERDADERO,1,Check-Out,07-03-2015,Kristan Thews,kthewsby@fema.gov,(554) 552-0919,3577722799689790
Sunset Inn,FALSO,12,2019,5,7,17,5,2,3,1,5,HB,Indonesia,VERDADERO,,9,F,F,6,Credit card deposit,,Transient,,0,No-Show,05.27.2019,Travis Olanda,tolandabz@amazon.de,+1 (987) 233-9357,3545760605495240
Grand Hotel,VERDADERO,9,2017,8,14,30,30,12,6,3,5,FB,Croatia,FALSO,8,9,G,G,,Cash deposit,6,Transient-Party,VERDADERO,2,Check-Out,04.21.2020,Noella Lockitt,nlockittc0@cisco.com,453.781.8471,67599664195888300
Grand Hotel,VERDADERO,20,2017,3,22,12,10,4,2,,3,BB,Albania,VERDADERO,1,1,G,G,1,No deposit,6,Contract,,,Check-Out,09.17.2019,Cecily Manshaw,cmanshawc1@ca.gov,(993) 111-9256,3584278149375530
Grand Hotel,VERDADERO,54,2017,9,10,34,8,2,10,1,5,BB,Mexico,VERDADERO,3,7,D,D,2,Debit car deposit,9,Transient-Party,VERDADERO,10,Canceled,18-05-2018,Nari Synke,nsynkec2@gizmodo.com,680.614.8489,633353555086506000
